year,player,team_pos,direction,quote,source
2022,Adam Trautman,NO TE,negative,“played fewer snaps and ran fewer routes than Juwan Johnson”,NFL Preseason Risers & Fallers (2022 Fantasy Football) · FantasyPros
2022,Tyrion Davis-Price,SF RB,negative,“Second-year RB Trey Sermon played ahead of rookie”,NFL Preseason Risers & Fallers (2022 Fantasy Football) · FantasyPros
2022,Mike Gesicki,MIA TE,negative,“inline on 33.3% of his snaps”,NFL Preseason Risers & Fallers (2022 Fantasy Football) · FantasyPros
2022,Treylon Burks,TEN WR,negative,“non-factor in the Titans' initial preseason game”,2022 Fantasy Football Sleepers · WalterFootball
2022,Romeo Doubs,GB WR,positive,“early favorite of quarterback Aaron Rodgers”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,George Pickens,PIT WR,positive,“reminds him of Randy Moss”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,JuJu Smith-Schuster,KC WR,positive,“favorite target of Patrick Mahomes”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Greg Dortch,ARI WR,positive,“made big plays all throughout camp”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Isaiah McKenzie,BUF WR,positive,“primed for a much bigger role in 2022”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Dazz Newsome,CHI WR,positive,“one of the lone bright spots”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Kwamie Lassiter II,CIN WR,positive,“moving up the wide receiver depth chart”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Montrell Washington,DEN WR,positive,“stepped up in a big way for Denver”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,D.J. Chark,DET WR,positive,“has been sensational”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Nico Collins,HOU WR,positive,“primed for a much bigger role in 2022”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Nyheim Hines,IND RB,positive,“should see his production jump this season”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Joshua Kelley,LAC RB,positive,“become a more complete back”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Tutu Atwell,LAR WR,positive,“shown promise as a deep threat”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Erik Ezukanma,MIA WR,positive,“been a downfield threat early in camp”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Tyler Conklin,NYJ TE,positive,“stock has been on the rise more than anyone”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Kenneth Gainwell,PHI RB,positive,“explosive and shifty in camp”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Russell Gage,TB WR,positive,“the best WR in camp”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Jahan Dotson,WAS WR,positive,“earned praise for steady hands”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Feleipe Franks,ATL TE,positive,“transition to tight end has been most impressive”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Darrell Henderson,LAR RB,negative,“outplayed by Cam Akers”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Anthony Schwartz,CLE WR,negative,“hasn't set himself apart in practice”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Darius Slayton,NYG WR,negative,“fallen behind Kenny Golladay”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,D'Onta Foreman,CAR RB,negative,“hasn't earned many opportunities”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Greg Dulcich,DEN TE,negative,“gotten out to a slow start”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Laviska Shenault Jr.,JAX WR,negative,“fighting for snaps”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Marquez Callaway,NO WR,negative,“only three catches in team drills”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Devon Allen,PHI WR,negative,“shown rust in his return to football”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,O.J. Howard,BUF TE,negative,“likely won't put up big numbers”,"One riser, one faller from each NFL team during 2022 training camp · PFF"
2022,Romeo Doubs,GB WR,positive,“biggest riser in absolute draft position”,Fantasy Football: Biggest risers and fallers of NFL training camp in 2022 · PFF
2022,Michael Thomas,NO WR,positive,“biggest training-camp risers in earlier rounds”,Fantasy Football: Biggest risers and fallers of NFL training camp in 2022 · PFF
2022,Allen Robinson,LAR WR,positive,“biggest training-camp risers in earlier rounds”,Fantasy Football: Biggest risers and fallers of NFL training camp in 2022 · PFF
2022,Alvin Kamara,NO RB,positive,“clear training camp winner thus far”,Fantasy Football: Biggest risers and fallers of NFL training camp in 2022 · PFF
2022,Najee Harris,PIT RB,negative,“biggest faller in the first round”,Fantasy Football: Biggest risers and fallers of NFL training camp in 2022 · PFF
2022,Isiah Pacheco,KC RB,positive,“will start the preseason as the primary kickoff returner”,2022 NFL training camp fantasy football notes: Why did Josh Jacobs play in the Hall of Fame game? · Yahoo Sports
2022,Brandon Aiyuk,SF WR,positive,“has been outstanding in training camp”,2022 NFL training camp fantasy football notes: Why did Josh Jacobs play in the Hall of Fame game? · Yahoo Sports
2022,Elijah Moore,NYJ WR,positive,“seems to have firmly established himself”,2022 NFL training camp fantasy football notes: Why did Josh Jacobs play in the Hall of Fame game? · Yahoo Sports
2022,Kenny Pickett,PIT QB,negative,“taking third-team snaps and isn't playing at a level to push the Steelers”,2022 NFL training camp fantasy football notes: Why did Josh Jacobs play in the Hall of Fame game? · Yahoo Sports
2022,Josh Jacobs,LV RB,negative,“lack of investment and enthusiasm for Jacobs from this new staff”,2022 NFL training camp fantasy football notes: Why did Josh Jacobs play in the Hall of Fame game? · Yahoo Sports
2022,George Pickens,PIT WR,positive,“receiving rave reviews out of camp”,Fantasy Football: The top training camp storyline for every AFC team · PFF
2022,Treylon Burks,TEN WR,positive,“snapped back early in training camp”,Fantasy Football: The top training camp storyline for every AFC team · PFF
2022,Travis Etienne,JAX RB,positive,“significant camp buzz about his role”,Fantasy Football: The top training camp storyline for every AFC team · PFF
2022,Skyy Moore,KC WR,positive,“already turning heads early in camp”,Fantasy Football: The top training camp storyline for every AFC team · PFF
2022,Javonte Williams,DEN RB,positive,“led the way early in camp”,Fantasy Football: The top training camp storyline for every AFC team · PFF
2022,Kadarius Toney,NYG WR,positive,“working with first-string offense”,Fantasy Football: The top training camp storylines for every NFC team · PFF
2022,Romeo Doubs,GB WR,positive,“hauling in spectacular sideline catches...on a daily basis”,"2022 NFL training camp: Early standouts, rookies turning heads and updates on key position battles · NFL.com"
2022,Brandon Aiyuk,SF WR,positive,“sounds like the best player at 49ers camp”,"2022 NFL training camp: Early standouts, rookies turning heads and updates on key position battles · NFL.com"
2022,Isaiah McKenzie,BUF WR,positive,“could turn into a steal”,"2022 NFL training camp: Early standouts, rookies turning heads and updates on key position battles · NFL.com"
2022,Michael Thomas,NO WR,positive,“roasting Saints cornerbacks of late”,"2022 NFL training camp: Early standouts, rookies turning heads and updates on key position battles · NFL.com"
2022,Mac Jones,NE QB,negative,“out of sync and sometimes uncomfortable”,"2022 NFL training camp: Early standouts, rookies turning heads and updates on key position battles · NFL.com"
2022,Kellen Mond,MIN QB,negative,“not a lock to make the team”,"2022 NFL training camp: Early standouts, rookies turning heads and updates on key position battles · NFL.com"
2022,Jelani Woods,IND TE,negative,“struggling badly at camp”,"2022 NFL training camp: Early standouts, rookies turning heads and updates on key position battles · NFL.com"
2022,Darius Slayton,NYG WR,negative,“took third-team snaps”,"2022 NFL training camp: Early standouts, rookies turning heads and updates on key position battles · NFL.com"
2021,Zack Moss,BUF RB,positive,“running with the ones more often than Devin Singletary”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Trey Lance,SF QB,positive,“spectacular in 49ers' training camp”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Ty'Son Williams,BAL RB,positive,“named No. 2 RB”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Quez Watkins,PHI WR,positive,“favorite to be the Eagles' slot receiver”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Marquez Callaway,NO WR,positive,“top receiver in training camp”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Byron Pringle,KC WR,positive,“targeted Byron Pringle more than anyone else”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Laviska Shenault,JAX WR,positive,“coaches have been buzzing over Laviska Shenault”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Larry Rountree,LAC RB,positive,“Chargers really like sixth-round rookie”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Jake Funk,LAR RB,positive,“moved Jake Funk into my Fantasy Football Sleepers list”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Trey Sermon,SF RB,positive,“only running back standing in his way”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Cam Newton,NE QB,negative,“released in the wake of Mac Jones winning”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,T.J. Hockenson,DET TE,positive,“Jared Goff's favorite weapon at training camp”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Cornell Powell,KC WR,positive,“a 'beast'”,2021 Fantasy Football Stock Report: Training Camp · WalterFootball
2021,Tee Higgins,CIN WR,positive,“cemented Higgins as Cincinnati's top target”,Fantasy Football Risers and Fallers · FullTime Fantasy
2021,Rhamondre Stevenson,NE RB,positive,“rumbled his way to fantasy significance”,Fantasy Football Risers and Fallers · FullTime Fantasy
2021,Gus Edwards,BAL RB,positive,“one of the hottest targets in all drafts”,Fantasy Football Risers and Fallers · FullTime Fantasy
2021,Adam Trautman,NO TE,negative,“plummeted off the board”,Fantasy Football Risers and Fallers · FullTime Fantasy
2021,Justin Fields,CHI QB,positive,“commanding 12th and 13th round attention”,Fantasy Football Risers and Fallers · FullTime Fantasy
2021,Phillip Lindsay,HOU RB,positive,“played eight first quarter snaps to Johnson's two”,2021 Fantasy Football preseason Believe It or Not: Phillip Lindsay and Malcolm Brown as lead backs · CBS Sports
2021,David Johnson,HOU RB,negative,“only played on third down”,2021 Fantasy Football preseason Believe It or Not: Phillip Lindsay and Malcolm Brown as lead backs · CBS Sports
2021,Myles Gaskin,MIA RB,negative,“Brown doubled Myles Gaskin in snaps with the starters”,2021 Fantasy Football preseason Believe It or Not: Phillip Lindsay and Malcolm Brown as lead backs · CBS Sports
2021,Antonio Gibson,WAS RB,negative,“McKissic played three third down snaps on the team's first two drives and Gibson played zero”,2021 Fantasy Football preseason Believe It or Not: Phillip Lindsay and Malcolm Brown as lead backs · CBS Sports
2021,Najee Harris,PIT RB,positive,“dominated the early snaps”,2021 Fantasy Football preseason Believe It or Not: Phillip Lindsay and Malcolm Brown as lead backs · CBS Sports
2021,Terrace Marshall Jr.,CAR WR,positive,"“Slot & RZ Monster, Being Force-Fed”","2021 NFL Training Camp Fantasy Football Risers & Fallers: Trey Lance, Justin Fields Ready for Stardom · Roto Street Journal"
2021,Darnell Mooney,CHI WR,positive,“on-fire with routes in camp”,"2021 NFL Training Camp Fantasy Football Risers & Fallers: Trey Lance, Justin Fields Ready for Stardom · Roto Street Journal"
2021,Denzel Mims,NYJ WR,negative,“Third-Stringer?”,"2021 NFL Training Camp Fantasy Football Risers & Fallers: Trey Lance, Justin Fields Ready for Stardom · Roto Street Journal"
2021,Cole Kmet,CHI TE,positive,“proving worthy of higher usage”,"2021 NFL Training Camp Fantasy Football Risers & Fallers: Trey Lance, Justin Fields Ready for Stardom · Roto Street Journal"
2021,Darren Waller,LV TE,negative,“misses 8 straight practices”,"2021 NFL Training Camp Fantasy Football Risers & Fallers: Trey Lance, Justin Fields Ready for Stardom · Roto Street Journal"
2021,Dyami Brown,WAS WR,positive,“opening eyes”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Ja'Marr Chase,CIN WR,negative,“struggling with drops when wide open”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Joe Burrow,CIN QB,negative,“has not regained full trust in knee”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Miles Sanders,PHI RB,negative,“continues to drop passes and fumble”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Javonte Williams,DEN RB,positive,“looks more ready than expected”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Devontae Booker,NYG RB,negative,“unimpressive so far”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Jalen Hurts,PHI QB,negative,“been erratic”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Kenny Golladay,NYG WR,negative,“out with hamstring injury”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Collin Johnson,JAX WR,positive,“outstanding camp”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Albert Wilson,MIA WR,positive,“one of the top offensive performers”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Jaelon Darden,TB WR,positive,“excelled against press coverage”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Noah Gray,KC TE,positive,“buzzing about two-TE packages”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,A.J. Dillon,GB RB,positive,“getting every chance to replace”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Bryan Edwards,LV WR,positive,“generated positive buzz”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,David Montgomery,CHI RB,negative,“had quiet week of practice”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Baker Mayfield,CLE QB,negative,“up and down in camp”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Ezekiel Elliott,DAL RB,positive,“looks wholly revamped”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Mike Evans,TB WR,positive,“best camp of his career”,FBG Notes - Week 1 Training Camp Summary · Footballguys
2021,Sam Ehlinger,IND QB,positive,“going through reads more quickly”,2021 NFL training camps: 21 things we learned after first 2 weeks · NFL.com
2021,Jacob Eason,IND QB,negative,“being outplayed by Ehlinger”,2021 NFL training camps: 21 things we learned after first 2 weeks · NFL.com
2021,Corey Clement,NYG RB,positive,“outplayed”,2021 NFL training camps: 21 things we learned after first 2 weeks · NFL.com
2021,Mohamed Sanu,SF WR,positive,“won No. 3 receiver job”,2021 NFL training camps: 21 things we learned after first 2 weeks · NFL.com
2021,Josh Rosen,SF QB,negative,“reached end of line”,2021 NFL training camps: 21 things we learned after first 2 weeks · NFL.com
2021,Rondale Moore,ARI WR,positive,“acted like he belongs here”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Rashod Bateman,BAL WR,positive,“best offensive player in camp”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Donovan Peoples-Jones,CLE WR,positive,“star potential”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,CeeDee Lamb,DAL WR,positive,“destroying training camp”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Jerry Jeudy,DEN WR,positive,“tearing up camp”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Amon-Ra St. Brown,DET WR,positive,“headed for a big role”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Nico Collins,HOU WR,positive,“doesn't feel like a rookie”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,James Robinson,JAX RB,positive,“balling out”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Travis Etienne,JAX RB,positive,“uncoverable”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Mecole Hardman,KC WR,positive,“flashing”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Xavier Jones,LAR RB,positive,“juke that drew crowd reaction”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Irv Smith Jr.,MIN TE,positive,“dominating red-zone drills”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Elijah Moore,NYJ WR,positive,“forced first-team reps”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Michael Carter,NYJ RB,positive,“leg up on other RBs”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Jalen Reagor,PHI WR,negative,“nearly invisible”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Travis Fulgham,PHI WR,positive,“looks more like the 2020 standout”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Rashaad Penny,SEA RB,positive,“best we've seen him”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Anthony Firkser,TEN TE,positive,“legitimate TE1 upside”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Dyami Brown,WAS WR,negative,“not flashed much”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Saquon Barkley,NYG RB,negative,“sinking faster than a rock”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Justin Jefferson,MIN WR,positive,“best player in camp”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Jakobi Meyers,NE WR,positive,“caught Erickson's attention”,Biggest fantasy football takeaways for every team from 2021 NFL training camp · PFF
2021,Andy Isabella,ARI WR,negative,“failed to make much of an impact”,Fantasy Football Training Camp Battles: Wide Receivers & Tight Ends · Sports Illustrated
2021,Josh Palmer,LAC WR,positive,“real standout”,Fantasy Football Training Camp Battles: Wide Receivers & Tight Ends · Sports Illustrated
2021,Blake Jarwin,DAL TE,positive,“looks like the Cowboys' top tight end”,Fantasy Football Training Camp Battles: Wide Receivers & Tight Ends · Sports Illustrated
2021,Gerald Everett,SEA TE,positive,“breakout player”,Fantasy Football Training Camp Battles: Wide Receivers & Tight Ends · Sports Illustrated
2020,Scotty Miller,TB WR,positive,“trustworthy”,NFL training camp winners/losers: Philip Rivers-T.Y. Hilton bromance blooming; Le'Veon Bell-Jets divorce looming? · NFL.com
2020,Jordan Reed,SF TE,positive,“emerging as Jimmy Garoppolo's favorite target late in camp”,NFL training camp winners/losers: Philip Rivers-T.Y. Hilton bromance blooming; Le'Veon Bell-Jets divorce looming? · NFL.com
2020,Damien Harris,NE RB,positive,“strong chance to displace Sony Michel”,NFL training camp winners/losers: Philip Rivers-T.Y. Hilton bromance blooming; Le'Veon Bell-Jets divorce looming? · NFL.com
2020,Philip Rivers,IND QB,positive,“looked at home”,NFL training camp winners/losers: Philip Rivers-T.Y. Hilton bromance blooming; Le'Veon Bell-Jets divorce looming? · NFL.com
2020,T.Y. Hilton,IND WR,positive,“great feel for the game”,NFL training camp winners/losers: Philip Rivers-T.Y. Hilton bromance blooming; Le'Veon Bell-Jets divorce looming? · NFL.com
2020,Ryquell Armstead,JAX RB,positive,“will handle inside running duties”,NFL training camp winners/losers: Philip Rivers-T.Y. Hilton bromance blooming; Le'Veon Bell-Jets divorce looming? · NFL.com
2020,Le'Veon Bell,NYJ RB,negative,“hasn't looked particularly good”,NFL training camp winners/losers: Philip Rivers-T.Y. Hilton bromance blooming; Le'Veon Bell-Jets divorce looming? · NFL.com
2020,Daniel Jones,NYG QB,positive,“he has all the tools you're looking for... the thing that really jumps out is the approach”,Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Van Jefferson,LAR WR,positive,“he's really picking things up fast”,Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Odell Beckham Jr.,CLE WR,positive,“healthy and back to the Odell Beckham everyone remembers: electric”,Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Baker Mayfield,CLE QB,positive,"“operating with great feet, great tempo... very impressed with how quickly he's picked it up”",Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Bryan Edwards,LV WR,positive,“Edwards has been my most impressive rookie so far”,Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Clyde Edwards-Helaire,KC RB,positive,"“he'll be a stud, prime candidate for Offensive Rookie of the Year... confident runner”",Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,DeSean Jackson,PHI WR,positive,“the thing about DeSean is he makes it easy for me... creates separation”,Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Damien Harris,NE RB,positive,"“if the season were to start this week, there wouldn't be much doubt that Harris would be RB1”",Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Brandin Cooks,HOU WR,positive,“enough for me to be giddy about what he can do for this Texans squad this year”,Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Joe Burrow,CIN QB,positive,"“he really breathes life into this offense, into this team”",Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Chase Claypool,PIT WR,positive,“the rookie is making non-rookie-like plays... non-rookie-like routes and catches”,Fantasy Football 2020: Training Camp Standouts to Target in Drafts · Bleacher Report
2020,Jalen Reagor,PHI WR,negative,“undergoing an MRI on his shoulder after injuring it during practice”,Fantasy Football's BIG Sleeper List for 2020 Drafts · Sports Illustrated
2020,N'Keal Harry,NE WR,negative,“hasn't been particularly impressive”,2020 Vantage Points · Fantasy Points
2020,John Hightower,PHI WR,positive,“nothing short of impressive through early padded practices”,2020 Fantasy Football Training Camp Rundown: Wide receivers · The Huddle
2020,Brandon Aiyuk,SF WR,positive,“speed for days”,2020 Fantasy Football Training Camp Rundown: Wide receivers · The Huddle
2020,Kendrick Bourne,SF WR,positive,“balled out a time or two”,2020 Fantasy Football Training Camp Rundown: Wide receivers · The Huddle
2020,Dante Pettis,SF WR,negative,“regressed in a major way”,2020 Fantasy Football Training Camp Rundown: Wide receivers · The Huddle
2020,Andy Isabella,ARI WR,positive,“he's just more confident and he's playing more loosely”,2020 Vantage Points · Fantasy Points
2020,Chase Edmonds,ARI RB,positive,“a starting running back in this league”,2020 Vantage Points · Fantasy Points
2020,J.K. Dobbins,BAL RB,positive,“the real deal so far”,2020 Vantage Points · Fantasy Points
2020,Marquise Brown,BAL WR,positive,“connecting with deep ball”,2020 Vantage Points · Fantasy Points
2020,Devin Duvernay,BAL WR,positive,“beat veteran CB Marcus Peters for big plays”,2020 Vantage Points · Fantasy Points
2020,Zack Moss,BUF RB,positive,“getting a lot of work with first team”,2020 Vantage Points · Fantasy Points
2020,Gabriel Davis,BUF WR,positive,“X receiver of future”,2020 Vantage Points · Fantasy Points
2020,Dawson Knox,BUF TE,positive,“going to have a big role this year”,2020 Vantage Points · Fantasy Points
2020,Darnell Mooney,CHI WR,positive,“really like the speedy receiver”,2020 Vantage Points · Fantasy Points
2020,Kareem Hunt,CLE RB,positive,“absolutely loves Hunt”,2020 Vantage Points · Fantasy Points
2020,CeeDee Lamb,DAL WR,positive,“living up to lofty expectations”,2020 Vantage Points · Fantasy Points
2020,Michael Gallup,DAL WR,positive,"“#1 wide receiver, in my view”",2020 Vantage Points · Fantasy Points
2020,Jerry Jeudy,DEN WR,positive,“gets in and out of breaks better than anyone”,2020 Vantage Points · Fantasy Points
2020,Courtland Sutton,DEN WR,positive,“been outstanding in camp”,2020 Vantage Points · Fantasy Points
2020,D'Andre Swift,DET RB,positive,“constantly cooking linebackers in drills”,2020 Vantage Points · Fantasy Points
2020,AJ Dillon,GB RB,positive,“absolute unit”,2020 Vantage Points · Fantasy Points
2020,Marquez Valdes-Scantling,GB WR,positive,“impressing so far”,2020 Vantage Points · Fantasy Points
2020,Jordan Akins,HOU TE,positive,“has been impressive”,2020 Vantage Points · Fantasy Points
2020,Michael Pittman,IND WR,positive,“don't look like rookies”,2020 Vantage Points · Fantasy Points
2020,Parris Campbell,IND WR,positive,“isn't thinking as much... smoother game”,2020 Vantage Points · Fantasy Points
2020,DJ Chark,JAX WR,positive,“off to excellent start”,2020 Vantage Points · Fantasy Points
2020,Joshua Kelley,LAC RB,positive,“a mean runner”,2020 Vantage Points · Fantasy Points
2020,Cam Akers,LAR RB,positive,“can really run any scheme”,2020 Vantage Points · Fantasy Points
2020,Tua Tagovailoa,MIA QB,positive,“looked healthy in camp”,2020 Vantage Points · Fantasy Points
2020,Justin Jefferson,MIN WR,positive,“looking good getting off press”,2020 Vantage Points · Fantasy Points
2020,Irv Smith Jr.,MIN TE,positive,“sharp with routes”,2020 Vantage Points · Fantasy Points
2020,Chad Beebe,MIN WR,positive,“looking the best of the backups”,2020 Vantage Points · Fantasy Points
2020,Mohamed Sanu,NE WR,positive,“putting on clinic with route running”,2020 Vantage Points · Fantasy Points
2020,Ty Montgomery,NO RB,positive,“glowing report”,2020 Vantage Points · Fantasy Points
2020,Breshad Perriman,NYJ WR,positive,“70-yard score on slant”,2020 Vantage Points · Fantasy Points
2020,Eric Ebron,PIT TE,positive,“making splash plays in camp”,2020 Vantage Points · Fantasy Points
2020,Dante Pettis,SF WR,positive,“impressed multiple beat writers”,2020 Vantage Points · Fantasy Points
2020,DeeJay Dallas,SEA RB,positive,“made really good impression”,2020 Vantage Points · Fantasy Points
2020,LeSean McCoy,TB RB,positive,“looked sharp”,2020 Vantage Points · Fantasy Points
2020,Tom Brady,TB QB,positive,“throwing 60-yard dimes”,2020 Vantage Points · Fantasy Points
2020,Ke'Shawn Vaughn,TB RB,negative,“looked very average”,2020 Vantage Points · Fantasy Points
2020,Darrynton Evans,TEN RB,negative,“fumbling problems... won't be handed the role”,2020 Vantage Points · Fantasy Points
2020,Scotty Miller,TB WR,positive,“most hyped... so far”,2020 Vantage Points · Fantasy Points
2020,Chris Herndon,NYJ TE,positive,“Chris gives us a lot of flexibility... rare to have a guy with the ability to be as effective as a pass-catcher”,"Fantasy Football 2020: Stock Up, Stock Down After NFL's Latest Developments · Bleacher Report"
2020,KJ Hamler,DEN WR,positive,“can make a big-time impact for Denver early in the season”,"Fantasy Football 2020: Stock Up, Stock Down After NFL's Latest Developments · Bleacher Report"
2020,Justin Watson,TB WR,positive,“shed some pounds and looks faster”,"Fantasy Football 2020: Stock Up, Stock Down After NFL's Latest Developments · Bleacher Report"
2020,Le'Veon Bell,NYJ RB,positive,“extremely motivated... phenomenal shape”,"Fantasy Football 2020: Stock Up, Stock Down After NFL's Latest Developments · Bleacher Report"
2020,Tyrell Williams,LV WR,negative,“might not be the featured receiver on offense”,"Fantasy Football 2020: Stock Up, Stock Down After NFL's Latest Developments · Bleacher Report"
2020,Sony Michel,NE RB,negative,“it's still no sure thing”,"Fantasy Football 2020: Stock Up, Stock Down After NFL's Latest Developments · Bleacher Report"
2020,Henry Ruggs III,LV WR,positive,“glowing practice reports”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Cam Newton,NE QB,positive,“improvements... are sometimes (equivalent to) what you could see... on a monthly basis”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Jameis Winston,NO QB,positive,“had splash days”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Darrel Williams,KC RB,positive,“worthy late-round target in fantasy leagues”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Brian Hill,ATL RB,positive,“may have more ability to make defenders miss than Gurley”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Frank Gore,NYJ RB,positive,“most impressive running back at Jets camp... I don't think it's really close”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Tim Boyle,GB QB,positive,“impressed nearly everyone”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Jarrett Stidham,NE QB,negative,“struggling with a hip injury”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
